구분,코드,산업명,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 
(주)하이비젼시스템,126700,  기타금융업,#DIV/0!,65.50 ,64.19 ,68.23 ,69.18 ,67.12 ,65.35 ,73.12 ,72.13 
(주)하이소닉,106080,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",91.22 ,79.62 ,95.81 ,101.94 ,93.44 ,103.47 ,98.76 ,99.65 ,116.50 
(주)하이스틸,071090,  1차 금속 제조업,91.86 ,92.59 ,93.15 ,88.74 ,96.30 ,86.57 ,87.34 ,97.33 ,94.97 
(주)하이텍팜,106190,  의료용 물질 및 의약품 제조업,77.13 ,76.14 ,76.21 ,80.94 ,84.78 ,86.61 ,91.62 ,92.90 ,103.36 
(주)하이트론씨스템즈,019490,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",93.10 ,92.82 ,95.34 ,94.98 ,93.83 ,95.99 ,100.77 ,82.49 ,111.66 
(주)하츠,066130,  전기장비 제조업,77.63 ,77.26 ,77.90 ,74.73 ,75.53 ,76.50 ,78.08 ,79.41 ,78.05 
(주)한국가구,004590,  가구 제조업,56.20 ,58.02 ,58.39 ,57.38 ,55.31 ,51.46 ,47.26 ,47.87 ,50.81 
(주)한국경제티브이,039340,  방송업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)한국비엔씨,256840,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,40.66 
(주)한국전자홀딩스,006200,  전문 서비스업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,133.21 
(주)한국종합기술,023350,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",83.09 ,84.33 ,84.31 ,84.29 ,88.62 ,88.69 ,92.69 ,95.04 ,92.49 
(주)한국카본,017960,  금속가공제품 제조업; 기계 및 가구 제외,82.18 ,82.23 ,80.88 ,82.41 ,81.49 ,80.52 ,88.68 ,89.02 ,82.14 
(주)한국코퍼레이션,050540,  사업지원 서비스업,90.91 ,88.56 ,89.12 ,90.28 ,92.09 ,89.73 ,91.90 ,93.55 ,94.71 
(주)한국큐빅,021650,  고무 및 플라스틱제품 제조업,76.34 ,81.90 ,80.01 ,82.71 ,86.70 ,92.24 ,84.02 ,85.03 ,82.27 
(주)한국테크놀로지,053590,  도매 및 상품 중개업,73.04 ,90.68 ,163.22 ,75.86 ,189.77 ,113.16 ,70.28 ,79.75 ,103.91 
(주)한국특강,007280,  1차 금속 제조업,94.12 ,95.36 ,95.61 ,94.84 ,101.46 ,95.45 ,93.50 ,95.06 ,98.18 
(주)한국팩키지,037230,"  펄프, 종이 및 종이제품 제조업",82.61 ,88.27 ,93.82 ,90.97 ,87.99 ,83.82 ,85.20 ,85.48 ,85.56 
(주)한국화장품제조,003350,  화학물질 및 화학제품 제조업; 의약품 제외,98.88 ,89.77 ,86.71 ,82.08 ,79.39 ,79.49 ,82.40 ,83.66 ,85.13 
(주)한글과컴퓨터,030520,  출판업,5.67 ,9.16 ,9.26 ,9.49 ,9.64 ,9.54 ,7.64 ,9.96 ,9.01 
(주)한네트,052600,  우편 및 통신업,84.65 ,86.40 ,79.84 ,79.40 ,79.95 ,80.37 ,84.01 ,85.27 ,84.31 
(주)한농화성,011500,  화학물질 및 화학제품 제조업; 의약품 제외,90.03 ,90.88 ,91.81 ,91.39 ,91.05 ,90.46 ,91.62 ,92.65 ,89.20 
(주)한독,002390,  의료용 물질 및 의약품 제조업,62.81 ,68.38 ,69.77 ,67.16 ,66.45 ,67.79 ,68.40 ,64.90 ,65.13 
(주)한독크린텍,256150,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,79.47 
(주)한라,014790,  종합 건설업,90.36 ,94.47 ,101.15 ,92.60 ,91.49 ,88.35 ,88.55 ,89.23 ,89.31 
(주)한라홀딩스,060980,  자동차 및 트레일러 제조업,87.03 ,87.57 ,87.74 ,0.00 ,78.15 ,77.18 ,82.22 ,84.65 ,79.33 
(주)한미글로벌건축사사무소,053690,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",80.35 ,83.29 ,77.43 ,70.07 ,72.98 ,73.05 ,76.06 ,78.08 ,73.85 
(주)한빛소프트,047080,  출판업,79.67 ,81.07 ,68.62 ,68.55 ,68.58 ,78.64 ,72.13 ,73.49 ,71.06 
(주)한샘,009240,  도매 및 상품 중개업,70.40 ,68.94 ,69.12 ,68.67 ,68.55 ,68.37 ,69.85 ,72.77 ,72.19 
(주)한섬,020000,"  의복, 의복 액세서리 및 모피제품 제조업",34.57 ,41.88 ,41.28 ,41.84 ,41.81 ,43.36 ,45.09 ,45.55 ,42.37 
(주)한솔케미칼,014680,  화학물질 및 화학제품 제조업; 의약품 제외,84.39 ,82.97 ,82.02 ,79.76 ,75.43 ,70.56 ,72.70 ,70.15 ,67.16 
(주)한솔홈데코,025750,  목재 및 나무제품 제조업; 가구 제외,87.61 ,86.49 ,87.48 ,87.78 ,85.66 ,82.61 ,83.13 ,85.71 ,88.08 
(주)한송네오텍,226440,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,80.87 ,78.10 
(주)한익스프레스,014130,  육상운송 및 파이프라인 운송업,94.80 ,95.36 ,95.99 ,96.40 ,96.40 ,96.90 ,96.81 ,97.18 ,96.62 
(주)한일진공,123840,  기타금융업,#DIV/0!,#DIV/0!,70.80 ,92.25 ,68.75 ,76.88 ,72.25 ,71.78 ,85.67 
(주)한진,002320,  육상운송 및 파이프라인 운송업,94.96 ,94.80 ,94.41 ,93.89 ,95.24 ,96.82 ,96.74 ,96.30 ,95.08 
(주)한진중공업홀딩스,003480,  전문 서비스업,6.49 ,8.26 ,7.46 ,8.39 ,8.68 ,11.95 ,10.95 ,27.81 ,13.98 
(주)한진칼,180640,  전문 서비스업,#DIV/0!,#DIV/0!,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)한창,005110,  도매 및 상품 중개업,89.51 ,79.15 ,79.17 ,78.37 ,79.76 ,84.21 ,87.19 ,87.51 ,97.02 
(주)한창바이오텍,043090,  도매 및 상품 중개업,85.00 ,80.12 ,80.60 ,80.62 ,82.55 ,79.92 ,74.45 ,88.78 ,85.19 
(주)한창제지,009460,"  펄프, 종이 및 종이제품 제조업",87.06 ,85.80 ,84.19 ,83.76 ,83.42 ,81.70 ,81.55 ,84.39 ,85.11 
(주)한컴위드,054920,  출판업,63.12 ,55.34 ,57.53 ,55.22 ,56.62 ,42.43 ,48.47 ,46.89 ,50.78 
(주)한탑,002680,  식료품 제조업,86.43 ,80.44 ,90.16 ,89.64 ,85.90 ,84.95 ,86.89 ,85.98 ,93.58 
(주)한화,000880,  화학물질 및 화학제품 제조업; 의약품 제외,93.29 ,92.48 ,91.90 ,91.51 ,90.36 ,89.09 ,87.33 ,88.07 ,88.79 
(주)핸디소프트,220180,  출판업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,68.65 ,73.65 ,79.76 ,77.04 
(주)헥토이노베이션,214180,  정보서비스업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)헥토파이낸셜,234340,  정보서비스업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,0.00 
(주)헬릭스미스,084990,  연구개발업,19.05 ,20.15 ,8.67 ,9.50 ,8.30 ,7.94 ,18.04 ,19.19 ,35.32 
(주)현대공업,170030,  자동차 및 트레일러 제조업,#DIV/0!,#DIV/0!,89.19 ,93.12 ,92.65 ,92.28 ,93.53 ,95.68 ,93.54 
(주)현대그린푸드,005440,  소매업; 자동차 제외,85.68 ,85.45 ,85.89 ,85.97 ,85.39 ,85.43 ,85.10 ,83.11 ,82.86 
(주)현대리바트,079430,  가구 제조업,81.95 ,81.87 ,81.08 ,78.88 ,77.38 ,77.20 ,78.24 ,83.20 ,82.91 
(주)현대미포조선,010620,  기타 운송장비 제조업,89.43 ,94.88 ,103.13 ,120.66 ,96.35 ,91.48 ,93.43 ,94.72 ,95.05 
(주)현대바이오랜드,052260,  화학물질 및 화학제품 제조업; 의약품 제외,56.00 ,58.86 ,61.57 ,59.36 ,60.17 ,62.31 ,65.82 ,62.14 ,64.98 
(주)현대백화점,069960,  소매업; 자동차 제외,19.99 ,17.51 ,16.58 ,16.73 ,17.46 ,17.62 ,17.17 ,18.26 ,18.11 
(주)현대에버다임,041440,  기타 기계 및 장비 제조업,77.72 ,79.24 ,80.65 ,82.39 ,81.96 ,82.24 ,82.00 ,84.90 ,87.33 
(주)현대이지웰,090850,  출판업,#DIV/0!,#DIV/0!,38.10 ,31.70 ,37.16 ,48.93 ,48.14 ,50.61 ,50.22 
(주)현대퓨처넷,126560,  전문 서비스업,50.01 ,46.57 ,51.32 ,51.66 ,54.88 ,61.00 ,58.44 ,59.78 ,61.42 
(주)현대홈쇼핑,057050,  소매업; 자동차 제외,3.01 ,2.05 ,1.86 ,5.64 ,7.89 ,9.06 ,11.80 ,26.42 ,27.08 
(주)협진,138360,  화학물질 및 화학제품 제조업; 의약품 제외,#DIV/0!,#DIV/0!,61.14 ,64.63 ,77.50 ,82.41 ,84.32 ,101.31 ,77.28 
(주)형지아이앤씨,011080,"  의복, 의복 액세서리 및 모피제품 제조업",42.72 ,50.13 ,34.00 ,35.99 ,33.98 ,38.25 ,45.48 ,39.37 ,40.52 
(주)형지엘리트,093240,"  의복, 의복 액세서리 및 모피제품 제조업",71.82 ,75.29 ,81.69 ,80.08 ,80.95 ,85.30 ,83.94 ,78.18 ,88.51 
(주)혜인,003010,  도매 및 상품 중개업,81.43 ,87.53 ,84.97 ,81.91 ,83.65 ,84.62 ,85.98 ,83.97 ,84.63 
(주)호텔신라,008770,  소매업; 자동차 제외,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)홈센타홀딩스,060560,  도매 및 상품 중개업,88.67 ,91.24 ,88.59 ,90.44 ,87.80 ,82.90 ,75.28 ,68.10 ,78.22 
(주)홈캐스트,064240,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",77.69 ,77.41 ,73.79 ,70.31 ,66.45 ,67.01 ,71.36 ,83.80 ,73.90 
(주)화승엔터프라이즈,241590,  전문 서비스업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)화승인더스트리,006060,  고무 및 플라스틱제품 제조업,89.38 ,89.10 ,94.83 ,94.35 ,94.89 ,95.03 ,95.75 ,96.43 ,96.67 
(주)화승코퍼레이션,013520,  자동차 및 트레일러 제조업,86.13 ,85.24 ,83.99 ,82.09 ,81.45 ,82.53 ,83.11 ,83.69 ,83.58 
(주)화신,010690,  자동차 및 트레일러 제조업,87.20 ,87.00 ,86.12 ,88.36 ,88.40 ,87.46 ,92.01 ,97.53 ,92.23 
(주)화신정공,126640,  자동차 및 트레일러 제조업,91.71 ,94.12 ,95.03 ,95.89 ,96.05 ,95.88 ,96.41 ,96.98 ,96.12 
(주)화인베스틸,133820,  1차 금속 제조업,0.00 ,#DIV/0!,#DIV/0!,85.94 ,92.37 ,90.22 ,90.60 ,89.58 ,96.14 
(주)황금에스티,032560,  1차 금속 제조업,90.44 ,93.09 ,92.01 ,90.49 ,91.96 ,87.57 ,81.99 ,87.62 ,87.64 
(주)효성,004800,  화학물질 및 화학제품 제조업; 의약품 제외,88.93 ,90.22 ,88.69 ,88.52 ,85.27 ,82.95 ,86.51 ,91.76 ,68.18 
(주)후성,093370,  화학물질 및 화학제품 제조업; 의약품 제외,75.97 ,87.45 ,93.65 ,90.23 ,80.40 ,70.08 ,74.01 ,73.05 ,77.28 
(주)휠라홀딩스,081660,  도매 및 상품 중개업,40.22 ,42.18 ,42.53 ,44.48 ,44.44 ,48.80 ,42.92 ,40.52 ,37.06 
(주)휴네시온,290270,  출판업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,57.57 ,52.98 
(주)휴니드테크놀러지스,005870,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",81.69 ,93.97 ,89.01 ,84.07 ,83.50 ,83.84 ,82.55 ,82.64 ,86.37 
(주)휴맥스,115160,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",82.12 ,80.19 ,81.94 ,81.61 ,81.82 ,84.22 ,84.79 ,89.99 ,85.69 
(주)휴맥스홀딩스,028080,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)휴먼엔,032860,"  폐기물 수집, 운반, 처리 및 원료 재생업",81.64 ,97.06 ,107.75 ,100.85 ,86.51 ,91.90 ,84.80 ,96.89 ,93.48 
(주)휴메딕스,200670,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,51.34 ,48.49 ,52.04 ,55.69 ,62.36 ,60.94 
(주)휴비스,079980,  화학물질 및 화학제품 제조업; 의약품 제외,#DIV/0!,90.53 ,91.49 ,89.56 ,89.96 ,90.94 ,90.77 ,91.18 ,90.81 
(주)휴비츠,065510,"  의료, 정밀, 광학기기 및 시계 제조업",62.32 ,62.97 ,68.24 ,70.05 ,64.98 ,60.38 ,63.80 ,63.41 ,60.92 
(주)휴센텍,215090,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,81.15 ,94.08 
(주)휴스틸,005010,  1차 금속 제조업,86.36 ,86.32 ,90.04 ,87.61 ,90.97 ,90.70 ,89.23 ,93.80 ,95.54 
(주)휴엠앤씨,263920,  기타 제품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,84.15 ,80.08 ,76.34 
(주)휴온스,243070,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,46.77 ,45.04 ,43.03 ,42.00 
(주)휴온스글로벌,084110,  의료용 물질 및 의약품 제조업,57.71 ,54.24 ,52.27 ,50.47 ,49.67 ,0.00 ,0.00 ,0.00 ,0.00 
(주)흥국,010240,  기타 기계 및 장비 제조업,88.15 ,89.59 ,89.48 ,89.61 ,88.93 ,85.65 ,86.25 ,86.68 ,83.23 
(주)흥국에프엔비,189980,  음료 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,59.82 ,65.23 ,68.20 ,66.59 ,68.22 
(주)희림종합건축사사무소,037440,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",88.66 ,85.60 ,85.55 ,93.78 ,79.98 ,85.46 ,82.64 ,83.99 ,86.30 
(주)힘스,238490,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,67.62 ,71.39 ,66.65 
AJ네트웍스(주),095570,  임대업; 부동산 제외,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
CS홀딩스(주),000590,  전문 서비스업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
HD현대(주),267250,  전문 서비스업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,34.24 ,34.19 ,39.23 
KB오토시스(주),024120,  자동차 및 트레일러 제조업,92.80 ,88.96 ,88.96 ,89.54 ,86.19 ,84.95 ,84.34 ,86.69 ,88.08 
KD(주),044180,  기타 기계 및 장비 제조업,75.51 ,79.80 ,94.98 ,98.94 ,80.99 ,82.61 ,93.49 ,80.40 ,78.14 
KG스틸(주),016380,  1차 금속 제조업,94.69 ,94.12 ,93.72 ,98.33 ,88.41 ,87.00 ,94.18 ,96.07 ,94.38 
KISCO홀딩스(주),001940,  전문 서비스업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
LG이노텍(주),011070,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",92.51 ,91.32 ,90.40 ,87.20 ,87.99 ,89.27 ,88.77 ,90.67 ,89.34 
LS일렉트릭(주),010120,  전기장비 제조업,79.42 ,79.10 ,79.08 ,79.79 ,78.80 ,80.64 ,79.45 ,79.05 ,78.58 
OCI(주),010060,  화학물질 및 화학제품 제조업; 의약품 제외,68.27 ,94.23 ,102.03 ,93.94 ,96.66 ,88.86 ,83.77 ,88.18 ,100.31 
SK이노베이션(주),096770,  전문 서비스업,45.49 ,33.69 ,54.02 ,54.01 ,49.33 ,65.80 ,30.45 ,31.57 ,41.25 
SNT모티브(주),064960,  자동차 및 트레일러 제조업,89.12 ,88.61 ,87.24 ,87.06 ,82.68 ,85.77 ,85.27 ,88.08 ,83.66 
SNT중공업(주),003570,  자동차 및 트레일러 제조업,85.50 ,89.60 ,92.32 ,96.67 ,87.34 ,95.45 ,93.55 ,87.73 ,88.76 
STX엔진(주),077970,  기타 기계 및 장비 제조업,87.15 ,90.60 ,97.49 ,94.32 ,92.08 ,90.79 ,89.89 ,88.12 ,90.76 
STX중공업(주),071970,  기타 기계 및 장비 제조업,94.36 ,94.80 ,100.49 ,97.11 ,92.31 ,127.93 ,85.93 ,99.75 ,94.74 
가온미디어(주),078890,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",82.53 ,81.73 ,83.89 ,84.42 ,81.52 ,82.99 ,84.96 ,89.03 ,84.18 
가온전선(주),000500,  전기장비 제조업,96.30 ,95.25 ,95.40 ,95.27 ,94.86 ,94.13 ,95.39 ,95.61 ,95.20 
감성코퍼레이션(주),036620,  도매 및 상품 중개업,90.40 ,86.71 ,91.99 ,83.67 ,86.03 ,88.51 ,87.85 ,88.43 ,80.26 
강남제비스코(주),000860,  화학물질 및 화학제품 제조업; 의약품 제외,86.95 ,85.90 ,84.51 ,83.91 ,81.02 ,80.25 ,84.21 ,88.76 ,90.12 
갤럭시아머니트리(주),094480,  출판업,66.78 ,64.32 ,63.04 ,67.71 ,60.63 ,53.83 ,57.00 ,61.37 ,60.88 
경남스틸(주),039240,  1차 금속 제조업,93.59 ,93.79 ,94.18 ,93.66 ,93.34 ,94.62 ,94.34 ,94.42 ,95.12 
경남제약(주),053950,  의료용 물질 및 의약품 제조업,61.16 ,50.71 ,53.47 ,52.78 ,50.43 ,56.13 ,57.41 ,59.81 ,62.53 
경동제약(주),011040,  의료용 물질 및 의약품 제조업,38.89 ,39.75 ,39.65 ,40.83 ,39.86 ,39.83 ,41.69 ,40.42 ,40.74 
경인전자(주),009140,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",86.55 ,90.80 ,90.41 ,88.77 ,88.18 ,88.69 ,82.56 ,82.48 ,80.61 
경창산업(주),024910,  자동차 및 트레일러 제조업,94.13 ,92.09 ,89.59 ,89.65 ,90.94 ,89.82 ,93.85 ,87.84 ,93.64 
계룡건설산업(주),013580,  종합 건설업,92.30 ,91.84 ,93.56 ,102.80 ,93.54 ,92.70 ,90.31 ,89.70 ,89.76 
계양전기(주),012200,  기타 기계 및 장비 제조업,82.52 ,80.91 ,80.04 ,80.81 ,80.51 ,79.58 ,79.68 ,80.64 ,83.77 
고려산업(주),002140,  식료품 제조업,87.54 ,87.21 ,88.14 ,84.42 ,84.18 ,82.64 ,83.81 ,84.00 ,85.56 
고려신용정보(주),049720,  사업지원 서비스업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
고려아연(주),010130,  1차 금속 제조업,80.47 ,83.00 ,83.79 ,82.98 ,82.09 ,84.24 ,84.18 ,87.01 ,84.61 
고려제강(주),002240,  1차 금속 제조업,84.82 ,86.80 ,87.49 ,82.83 ,83.16 ,82.10 ,83.19 ,84.81 ,84.97 
고려제약(주),014570,  의료용 물질 및 의약품 제조업,53.28 ,57.60 ,61.04 ,60.32 ,62.40 ,58.89 ,58.63 ,60.83 ,61.63 
광동제약(주),009290,  의료용 물질 및 의약품 제조업,57.08 ,59.96 ,63.93 ,63.03 ,62.56 ,64.44 ,67.14 ,68.50 ,68.39 
광전자(주),017900,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",91.13 ,93.33 ,91.70 ,99.02 ,95.08 ,91.41 ,85.60 ,87.09 ,89.28 
광진실업(주),026910,  1차 금속 제조업,85.56 ,91.35 ,92.31 ,88.66 ,90.69 ,88.95 ,89.34 ,90.49 ,92.73 
국도화학(주),007690,  화학물질 및 화학제품 제조업; 의약품 제외,90.72 ,89.03 ,88.84 ,90.85 ,84.16 ,88.22 ,86.96 ,88.77 ,87.74 
국일신동(주),060480,  1차 금속 제조업,0.00 ,#DIV/0!,#DIV/0!,88.86 ,91.58 ,91.57 ,82.78 ,90.23 ,93.28 
국일제지(주),078130,"  펄프, 종이 및 종이제품 제조업",81.72 ,81.24 ,81.00 ,86.27 ,85.46 ,84.93 ,86.05 ,88.81 ,91.54 
국제약품(주),002720,  의료용 물질 및 의약품 제조업,55.60 ,64.34 ,60.72 ,61.63 ,56.07 ,56.14 ,58.04 ,54.52 ,51.84 
그랜드코리아레저(주),114090,  스포츠 및 오락관련 서비스업,67.98 ,62.88 ,59.97 ,66.33 ,69.36 ,66.56 ,70.80 ,70.51 ,72.76 
그레이트리치과기유한공사,900290,  고무 및 플라스틱제품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
그린케미칼(주),083420,  화학물질 및 화학제품 제조업; 의약품 제외,89.57 ,90.85 ,92.21 ,91.40 ,94.91 ,94.56 ,94.77 ,95.51 ,93.26 
극동유화(주),014530,"  코크스, 연탄 및 석유정제품 제조업",89.30 ,88.22 ,86.81 ,87.73 ,84.29 ,83.32 ,90.94 ,94.50 ,94.28 
글로벌에스엠테크리미티드,900070,  전문 서비스업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
글로벌텍스프리(주),204620,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,0.00 ,0.00 ,0.00 
글로본(주),019660,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,57.59 ,73.60 ,74.30 
금강공업(주),014280,  1차 금속 제조업,86.55 ,85.87 ,85.51 ,85.22 ,82.45 ,78.21 ,79.68 ,84.92 ,86.44 
금강철강(주),053260,  1차 금속 제조업,94.60 ,94.54 ,94.80 ,94.75 ,93.30 ,93.52 ,94.67 ,95.14 ,94.50 
금호건설(주),002990,  종합 건설업,91.58 ,92.93 ,92.64 ,93.60 ,94.39 ,92.36 ,91.63 ,92.79 ,92.77 
금호석유화학(주),011780,  화학물질 및 화학제품 제조업; 의약품 제외,84.26 ,92.46 ,92.43 ,91.24 ,90.77 ,91.06 ,90.87 ,88.85 ,87.65 
금호전기(주),001210,  전기장비 제조업,84.71 ,86.89 ,89.05 ,89.13 ,90.42 ,79.37 ,73.88 ,79.84 ,72.62 
금호타이어(주),073240,  고무 및 플라스틱제품 제조업,81.66 ,81.08 ,79.88 ,76.46 ,83.92 ,80.94 ,90.52 ,88.89 ,80.79 
기신정기(주),092440,  기타 기계 및 장비 제조업,69.62 ,71.58 ,71.58 ,70.64 ,72.29 ,74.48 ,73.64 ,78.35 ,80.61 
기아(주),000270,  자동차 및 트레일러 제조업,79.00 ,79.06 ,79.76 ,80.82 ,78.81 ,78.28 ,82.76 ,84.97 ,82.39 
깨끗한나라(주),004540,"  펄프, 종이 및 종이제품 제조업",84.78 ,83.07 ,81.39 ,82.65 ,83.20 ,81.59 ,86.96 ,92.07 ,85.93 
나노캠텍(주),091970,  고무 및 플라스틱제품 제조업,86.17 ,85.19 ,80.90 ,78.02 ,82.66 ,79.53 ,84.93 ,83.97 ,71.78 
나라엠앤디(주),051490,  기타 기계 및 장비 제조업,81.66 ,82.91 ,84.21 ,83.97 ,85.41 ,87.57 ,83.80 ,85.71 ,90.70 
나무기술(주),242040,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,94.03 ,85.05 
나이스정보통신(주),036800,  우편 및 통신업,76.41 ,79.33 ,77.79 ,76.00 ,71.03 ,62.91 ,55.97 ,57.91 ,56.62 
나이스평가정보(주),030190,  정보서비스업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
남광토건(주),001260,  종합 건설업,98.33 ,101.15 ,101.50 ,110.25 ,113.02 ,100.60 ,91.21 ,84.22 ,90.50 
남양유업(주),003920,  식료품 제조업,69.82 ,70.47 ,74.29 ,74.09 ,72.09 ,73.02 ,74.31 ,75.15 ,76.06 
남해화학(주),025860,  화학물질 및 화학제품 제조업; 의약품 제외,93.29 ,94.39 ,92.44 ,91.55 ,90.32 ,91.47 ,90.47 ,91.60 ,90.94 
남화산업(주),111710,  스포츠 및 오락관련 서비스업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,0.00 
남화토건(주),091590,  종합 건설업,#DIV/0!,89.06 ,91.55 ,92.20 ,94.30 ,88.21 ,86.27 ,90.95 ,90.21 
네이버(주),035420,  정보서비스업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
넥센타이어(주),002350,  고무 및 플라스틱제품 제조업,75.68 ,73.26 ,71.95 ,68.90 ,66.88 ,65.81 ,68.95 ,72.91 ,72.42 
넷마블(주),251270,  출판업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,0.00 ,0.00 ,0.00 
농업회사법인(주)농우바이오,054050,  농업,37.58 ,#DIV/0!,40.52 ,40.27 ,38.69 ,44.41 ,46.35 ,47.44 ,51.58 
농업회사법인아시아종묘(주),154030,  농업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,52.67 ,50.08 
뉴지랩파마(주),214870,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87.17 ,93.04 ,99.26 ,100.28 ,72.29 
다믈멀티미디어(주),093640,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",81.75 ,73.54 ,72.45 ,71.63 ,76.06 ,72.19 ,72.05 ,67.56 ,61.08 
다스코(주),058730,  금속가공제품 제조업; 기계 및 가구 제외,83.88 ,82.77 ,80.21 ,81.86 ,81.50 ,79.18 ,77.52 ,83.03 ,85.79 
대동금속(주),020400,  1차 금속 제조업,91.16 ,92.10 ,92.16 ,91.60 ,89.28 ,92.73 ,91.58 ,91.93 ,90.90 
대동기어(주),008830,  기타 기계 및 장비 제조업,94.11 ,97.72 ,94.78 ,95.27 ,94.07 ,96.94 ,92.68 ,93.04 ,93.39 
대동전자(주),008110,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",68.06 ,82.55 ,80.24 ,78.98 ,96.18 ,86.10 ,79.65 ,88.88 ,87.04 
대림비앤코(주),005750,  비금속 광물제품 제조업,80.07 ,80.56 ,81.73 ,78.11 ,76.99 ,77.24 ,79.21 ,79.78 ,79.54 
